chlorophyll,sst,ssh,salinity,month,location,fish_name
1.68,20.08,0.46,35.51,7,Chennai,Shark
2.37,28.08,0.49,33.83,5,Mumbai,Pomfret
3.48,27.61,0.42,33.31,11,Mumbai,Bombay Duck
1.52,26.4,0.4,34.36,11,Goa,Snapper
2.27,22.67,0.27,29.06,4,Mumbai,Catfish
2.41,26.46,0.58,35.14,2,Mumbai,Grouper
4.06,26.75,0.23,30.47,4,Visakhapatnam,Bombay Duck
4.78,26.96,0.24,32.02,5,Goa,Hilsa
1.8,24.22,0.33,33.63,12,Chennai,Grouper
1.05,30.23,0.6,34.39,11,Gujarat,Barracuda
1.15,27.94,0.39,36.33,5,Mangalore,Barracuda
1.1,23.72,0.23,35.17,4,Goa,Shark
4.5,10.37,0.28,31.6,10,Kochi,Herring
4.82,26.33,0.49,32.02,2,Mangalore,Hilsa
1.88,29.84,0.48,34.48,10,Gujarat,Kingfish
4.2,16.74,0.66,33.19,3,Mangalore,Herring
2.74,26.73,0.61,34.37,10,Mangalore,Snapper
1.87,23.48,0.55,36.87,2,Mumbai,Shark
1.03,12.69,0.21,34.65,9,Mangalore,Cod
2.09,17.38,0.58,33.97,8,Chennai,Salmon
3.92,28.06,0.41,33.99,11,Goa,Bombay Duck
1.94,13.01,0.48,32.33,10,Visakhapatnam,Cod
3.64,24.35,0.26,30.92,1,Kochi,Anchovy
3.44,26.52,0.37,33.03,4,Mangalore,Croakers
2.36,29.22,0.36,36.49,3,Kochi,Tuna
2.27,27.5,0.69,35.98,4,Mangalore,Kingfish
4.5,12.71,0.53,31.0,6,Chennai,Herring
4.16,25.42,0.48,33.54,12,Visakhapatnam,Sardine
3.52,24.1,0.69,28.17,1,Gujarat,Tilapia
3.99,28.09,0.33,30.2,11,Kochi,Bombay Duck
2.84,26.94,0.52,33.53,5,Goa,Mackerel
3.72,25.26,0.67,33.32,6,Goa,Sardine
1.53,16.64,0.28,30.6,3,Gujarat,Salmon
3.55,15.88,0.28,32.9,5,Goa,Herring
3.04,26.49,0.48,31.41,2,Visakhapatnam,Sardine
3.92,28.81,0.69,29.89,6,Kochi,Hilsa
4.85,25.34,0.23,30.72,12,Chennai,Anchovy
3.51,27.07,0.21,31.91,2,Chennai,Hilsa
2.36,26.67,0.21,33.06,3,Goa,Snapper
3.46,16.14,0.36,30.13,6,Goa,Herring
2.66,29.83,0.45,34.35,5,Kochi,Ribbonfish
2.19,27.37,0.48,35.06,7,Goa,Grouper
2.88,27.01,0.2,34.65,10,Mumbai,Ribbonfish
4.56,24.78,0.25,31.33,3,Mumbai,Sardine
1.69,28.17,0.29,33.79,8,Mangalore,Snapper
4.7,26.06,0.49,33.84,1,Mangalore,Sardine
1.84,10.6,0.31,32.22,5,Kochi,Cod
1.67,16.07,0.48,33.7,12,Mumbai,Salmon
3.5,28.96,0.36,32.57,5,Goa,Bombay Duck
2.26,29.89,0.31,35.16,3,Mangalore,Ribbonfish
2.18,30.22,0.25,34.16,1,Visakhapatnam,Ribbonfish
1.95,30.65,0.46,35.94,6,Gujarat,Seer Fish
1.86,12.18,0.22,34.67,7,Goa,Cod
1.69,20.75,0.52,36.58,9,Mangalore,Shark
1.66,28.64,0.68,33.92,8,Gujarat,Grouper
1.81,28.54,0.4,34.49,12,Mangalore,Seer Fish
2.1,27.68,0.31,33.81,1,Chennai,Grouper
2.24,29.75,0.35,35.12,9,Mumbai,Ribbonfish
2.58,28.88,0.66,34.28,12,Gujarat,Kingfish
1.21,20.98,0.32,36.22,4,Mangalore,Shark
1.69,25.91,0.29,35.78,10,Mangalore,Snapper
1.89,29.94,0.54,35.74,4,Mumbai,Kingfish
2.17,15.58,0.56,32.79,1,Goa,Salmon
4.16,25.26,0.5,29.95,5,Mangalore,Hilsa
1.7,28.78,0.54,33.58,1,Visakhapatnam,Snapper
1.64,27.99,0.69,36.93,1,Visakhapatnam,Barracuda
2.71,29.27,0.35,34.19,10,Mangalore,Ribbonfish
2.43,28.23,0.38,34.85,5,Gujarat,Pomfret
5.45,25.44,0.23,32.07,3,Visakhapatnam,Anchovy
4.02,23.89,0.45,29.65,7,Gujarat,Tilapia
3.17,26.81,0.62,34.29,2,Kochi,Croakers
3.96,27.95,0.25,32.56,6,Gujarat,Bombay Duck
2.79,26.11,0.33,30.17,8,Mangalore,Bombay Duck
4.62,23.3,0.56,32.75,9,Visakhapatnam,Anchovy
2.64,29.44,0.62,35.7,11,Mumbai,Snapper
2.75,25.3,0.7,32.53,4,Goa,Pomfret
3.88,26.25,0.3,32.94,11,Gujarat,Anchovy
1.97,26.66,0.28,33.63,6,Mumbai,Grouper
1.82,28.27,0.63,36.1,8,Visakhapatnam,Kingfish
2.55,29.44,0.6,35.4,10,Goa,Seer Fish
3.26,25.82,0.67,31.24,8,Mumbai,Sardine
2.04,27.36,0.49,33.4,8,Visakhapatnam,Snapper
1.45,25.95,0.61,36.1,9,Visakhapatnam,Shark
2.18,25.74,0.31,30.85,2,Visakhapatnam,Catfish
3.35,26.25,0.31,28.79,9,Mumbai,Catfish
4.16,22.13,0.47,30.73,7,Mangalore,Catfish
2.98,29.19,0.47,34.1,11,Gujarat,Mackerel
3.85,23.82,0.38,30.9,12,Visakhapatnam,Anchovy
2.38,27.54,0.57,36.01,4,Goa,Barracuda
5.31,23.34,0.39,31.2,4,Kochi,Anchovy
2.57,27.63,0.6,35.02,7,Kochi,Grouper
2.67,26.95,0.58,33.71,5,Gujarat,Grouper
1.61,20.16,0.56,35.93,3,Goa,Shark
2.32,30.04,0.34,35.49,8,Goa,Seer Fish
0.91,13.12,0.37,31.36,8,Gujarat,Cod
1.88,25.09,0.43,32.54,9,Gujarat,Pomfret
2.38,26.28,0.34,33.68,4,Visakhapatnam,Pomfret
2.88,25.19,0.62,33.69,7,Gujarat,Pomfret
1.56,25.54,0.49,34.56,12,Goa,Grouper
3.43,25.08,0.51,29.47,8,Chennai,Catfish
2.32,27.41,0.49,34.13,7,Mangalore,Croakers
3.46,26.0,0.37,27.03,10,Goa,Tilapia
3.81,23.25,0.69,31.09,7,Goa,Catfish
0.81,8.35,0.24,31.34,9,Goa,Cod
4.67,25.3,0.54,33.0,4,Chennai,Sardine
2.0,30.05,0.28,36.52,6,Kochi,Barracuda
1.41,8.95,0.21,32.08,10,Mangalore,Cod
3.84,26.15,0.44,33.31,12,Kochi,Sardine
2.95,27.25,0.63,34.73,9,Mangalore,Ribbonfish
2.46,24.19,0.58,33.49,11,Mangalore,Grouper
2.07,28.09,0.5,35.38,3,Chennai,Tuna
3.61,12.06,0.23,32.7,1,Kochi,Herring
3.8,24.77,0.66,31.32,5,Kochi,Sardine
4.23,24.28,0.48,29.97,3,Mumbai,Tilapia
2.78,26.96,0.28,35.4,6,Kochi,Snapper
3.08,28.0,0.39,34.25,3,Goa,Mackerel
3.23,26.05,0.63,31.12,11,Chennai,Sardine
4.94,26.37,0.47,32.34,6,Visakhapatnam,Sardine
1.04,9.48,0.53,31.33,8,Mangalore,Cod
2.96,28.95,0.3,34.48,10,Chennai,Ribbonfish
1.45,16.61,0.45,32.34,11,Goa,Salmon
1.69,13.64,0.48,31.3,7,Visakhapatnam,Salmon
1.34,20.47,0.33,36.81,5,Gujarat,Shark
3.02,27.23,0.42,30.15,12,Goa,Bombay Duck
1.72,12.08,0.53,32.52,2,Visakhapatnam,Cod
2.26,28.23,0.56,34.7,7,Goa,Snapper
4.16,24.24,0.37,29.79,7,Mumbai,Hilsa
1.11,21.86,0.53,35.34,7,Visakhapatnam,Shark
3.44,23.09,0.57,28.55,9,Chennai,Tilapia
2.54,26.09,0.59,29.73,5,Goa,Tilapia
2.91,24.68,0.66,33.0,6,Visakhapatnam,Grouper
4.21,25.11,0.68,29.73,4,Chennai,Hilsa
2.75,27.11,0.6,35.69,6,Visakhapatnam,Snapper
2.43,28.31,0.45,33.42,6,Visakhapatnam,Mackerel
3.05,25.69,0.39,34.25,8,Chennai,Croakers
3.6,26.56,0.52,29.13,10,Gujarat,Tilapia
2.15,29.63,0.59,35.96,6,Goa,Snapper
4.04,24.11,0.43,30.06,1,Chennai,Anchovy
2.42,24.06,0.53,32.15,5,Kochi,Croakers
2.01,30.21,0.36,35.34,3,Gujarat,Tuna
2.56,27.77,0.57,33.62,5,Chennai,Mackerel
4.51,26.57,0.25,30.97,1,Mangalore,Hilsa
0.81,21.57,0.64,35.31,12,Mangalore,Shark
2.67,26.25,0.49,33.94,4,Gujarat,Mackerel
3.31,26.26,0.7,31.0,8,Visakhapatnam,Hilsa
5.01,25.86,0.55,31.25,7,Mangalore,Anchovy
2.37,26.88,0.23,33.09,7,Goa,Snapper
2.18,27.36,0.37,36.99,7,Goa,Barracuda
2.95,28.81,0.24,34.95,11,Goa,Pomfret
2.55,16.26,0.35,33.47,6,Mangalore,Herring
2.67,29.22,0.66,34.22,5,Mangalore,Snapper
1.92,29.52,0.33,34.38,5,Visakhapatnam,Ribbonfish
3.86,28.76,0.37,33.74,10,Chennai,Bombay Duck
2.61,25.21,0.37,32.77,4,Mangalore,Croakers
1.97,30.22,0.36,35.84,12,Chennai,Seer Fish
4.23,25.35,0.69,28.37,12,Kochi,Catfish
2.17,25.6,0.66,31.46,4,Gujarat,Catfish
3.27,22.52,0.36,28.34,3,Goa,Tilapia
2.74,29.05,0.38,33.93,9,Goa,Mackerel
2.16,27.49,0.52,34.33,2,Chennai,Grouper
3.32,28.46,0.39,33.93,9,Mumbai,Bombay Duck
3.34,26.42,0.67,32.46,11,Goa,Sardine
2.71,29.69,0.58,35.18,2,Chennai,Snapper
4.13,24.04,0.56,32.18,1,Chennai,Sardine
1.95,29.09,0.66,35.63,4,Chennai,Seer Fish
2.42,25.07,0.56,34.92,11,Kochi,Pomfret
2.3,28.45,0.58,34.5,10,Visakhapatnam,Seer Fish
2.74,25.93,0.39,35.81,12,Visakhapatnam,Snapper
4.46,27.38,0.3,28.01,12,Visakhapatnam,Tilapia
1.98,28.7,0.53,36.79,10,Chennai,Tuna
2.49,13.29,0.56,33.24,2,Gujarat,Salmon
1.03,24.94,0.34,35.58,3,Gujarat,Shark
3.19,26.81,0.64,33.69,4,Kochi,Bombay Duck
2.82,12.24,0.68,33.24,12,Mumbai,Herring
3.9,12.48,0.36,31.26,8,Mumbai,Herring
3.5,27.0,0.33,32.16,1,Kochi,Bombay Duck
2.79,27.54,0.66,33.03,7,Visakhapatnam,Mackerel
3.37,28.22,0.25,34.95,3,Mangalore,Mackerel
2.33,28.04,0.42,34.93,7,Mumbai,Pomfret
1.78,30.53,0.59,34.13,2,Goa,Ribbonfish
1.94,29.13,0.58,36.25,1,Mumbai,Barracuda
2.47,26.45,0.67,28.98,1,Gujarat,Catfish
2.86,25.51,0.66,29.87,3,Kochi,Catfish
2.66,27.1,0.55,33.93,9,Chennai,Pomfret
3.57,28.24,0.68,32.87,8,Mangalore,Bombay Duck
1.53,22.45,0.48,36.06,1,Mangalore,Shark
1.74,28.17,0.27,35.42,7,Mumbai,Tuna
1.53,25.83,0.23,34.31,1,Chennai,Grouper
2.31,29.54,0.63,34.18,9,Gujarat,Ribbonfish
2.86,31.43,0.45,36.49,11,Mumbai,Kingfish
1.29,15.79,0.53,31.24,9,Kochi,Salmon
1.03,12.49,0.25,34.76,2,Gujarat,Cod
3.34,27.52,0.61,31.87,5,Goa,Bombay Duck
1.86,27.33,0.67,34.9,10,Mumbai,Seer Fish
2.36,28.18,0.65,32.95,9,Kochi,Pomfret
2.43,14.25,0.41,30.48,8,Visakhapatnam,Salmon
4.46,24.57,0.63,32.31,10,Gujarat,Sardine
2.74,26.38,0.41,31.01,3,Gujarat,Croakers
1.68,20.58,0.34,35.13,6,Mangalore,Shark
2.61,15.57,0.5,30.23,4,Mumbai,Salmon
2.08,27.33,0.23,34.65,3,Kochi,Ribbonfish
2.43,30.91,0.2,36.24,8,Visakhapatnam,Tuna
2.23,29.56,0.22,34.03,11,Chennai,Snapper
3.79,22.07,0.55,30.67,9,Kochi,Catfish
2.74,26.72,0.39,34.74,4,Mumbai,Pomfret
2.31,25.97,0.57,33.59,12,Gujarat,Snapper
1.36,22.66,0.5,35.29,6,Mumbai,Shark
2.62,31.16,0.48,35.77,1,Mumbai,Kingfish
4.22,23.74,0.38,28.03,5,Mumbai,Tilapia
1.54,25.67,0.54,35.25,3,Gujarat,Shark
4.36,28.88,0.49,32.58,4,Visakhapatnam,Hilsa
4.26,27.11,0.22,30.63,5,Goa,Hilsa
2.3,29.02,0.6,35.84,10,Kochi,Mackerel
1.95,27.8,0.37,35.66,2,Mangalore,Barracuda
4.07,17.47,0.57,31.14,2,Mumbai,Herring
3.48,28.4,0.48,30.49,5,Kochi,Bombay Duck
1.8,27.8,0.67,33.72,2,Mumbai,Snapper
3.95,24.39,0.27,30.09,1,Chennai,Anchovy
3.03,25.5,0.44,27.53,9,Goa,Tilapia
2.95,25.47,0.62,32.94,8,Mangalore,Pomfret
2.82,28.93,0.22,34.32,6,Mumbai,Ribbonfish
2.2,26.12,0.68,34.55,10,Mangalore,Mackerel
2.58,26.6,0.33,29.0,6,Kochi,Tilapia
4.29,22.95,0.35,30.28,3,Mangalore,Catfish
1.8,27.02,0.69,35.67,6,Goa,Ribbonfish
2.29,27.78,0.45,32.4,6,Gujarat,Pomfret
3.1,26.66,0.67,34.34,10,Mangalore,Grouper
3.91,13.22,0.64,32.58,7,Visakhapatnam,Herring
2.47,31.41,0.63,36.15,12,Chennai,Tuna
4.25,24.98,0.56,31.78,5,Mangalore,Sardine
2.84,15.31,0.37,33.85,6,Mumbai,Herring
2.3,28.98,0.52,36.94,2,Visakhapatnam,Kingfish
2.66,26.87,0.41,33.62,6,Mumbai,Grouper
3.47,24.8,0.52,29.09,1,Chennai,Catfish
3.5,24.62,0.69,32.0,5,Mangalore,Sardine
3.51,26.71,0.63,29.77,7,Goa,Hilsa
1.4,12.88,0.49,34.64,3,Chennai,Cod
3.81,26.56,0.44,29.29,12,Kochi,Hilsa
2.39,30.2,0.35,34.36,7,Mumbai,Ribbonfish
1.25,15.32,0.2,31.47,11,Mangalore,Salmon
2.89,30.81,0.5,36.76,9,Kochi,Kingfish
1.97,27.68,0.66,34.5,7,Chennai,Seer Fish
2.45,26.03,0.61,33.0,1,Mangalore,Snapper
1.33,17.62,0.68,30.73,10,Visakhapatnam,Salmon
3.29,25.26,0.66,31.37,11,Gujarat,Catfish
2.14,26.56,0.59,35.4,12,Goa,Barracuda
2.79,26.12,0.34,31.1,6,Goa,Bombay Duck
2.6,29.39,0.52,34.1,7,Mumbai,Kingfish
2.08,29.41,0.42,36.1,1,Visakhapatnam,Tuna
2.8,24.41,0.56,33.16,4,Kochi,Grouper
3.63,27.13,0.53,33.65,9,Visakhapatnam,Sardine
1.61,27.06,0.54,35.39,9,Goa,Snapper
2.96,28.74,0.67,35.17,7,Gujarat,Grouper
1.87,28.96,0.26,34.31,1,Mumbai,Seer Fish
4.18,25.42,0.59,31.79,4,Mangalore,Catfish
1.15,22.16,0.68,36.37,12,Gujarat,Shark
1.06,25.33,0.44,35.77,6,Kochi,Shark
2.43,28.04,0.4,32.34,3,Chennai,Pomfret
2.2,12.94,0.39,33.11,5,Mumbai,Salmon
2.16,25.2,0.36,34.47,7,Goa,Snapper
3.87,23.03,0.25,31.96,6,Gujarat,Catfish
1.95,24.52,0.43,35.11,9,Mumbai,Shark
1.42,29.9,0.27,34.11,3,Visakhapatnam,Barracuda
3.45,24.42,0.3,28.17,10,Visakhapatnam,Tilapia
4.56,26.48,0.67,31.34,1,Mangalore,Sardine
4.46,25.5,0.28,31.28,10,Mangalore,Catfish
2.99,25.42,0.31,31.85,7,Gujarat,Croakers
1.87,25.05,0.44,33.62,2,Visakhapatnam,Snapper
2.58,28.48,0.47,35.14,9,Mangalore,Grouper
2.79,25.45,0.53,33.6,11,Kochi,Croakers
2.21,28.15,0.53,35.98,11,Visakhapatnam,Ribbonfish
1.29,17.23,0.38,30.95,7,Visakhapatnam,Salmon
4.26,24.22,0.36,31.45,8,Visakhapatnam,Hilsa
1.52,30.75,0.26,36.86,1,Mumbai,Tuna
4.43,17.0,0.32,33.34,3,Mumbai,Herring
2.32,31.92,0.53,34.71,7,Mangalore,Kingfish
2.13,31.27,0.66,35.58,1,Gujarat,Kingfish
1.46,23.17,0.41,36.07,7,Mangalore,Shark
2.52,28.73,0.35,34.83,11,Goa,Kingfish
2.0,27.61,0.26,34.51,4,Gujarat,Ribbonfish
2.96,28.85,0.56,32.69,11,Chennai,Pomfret
2.57,28.61,0.54,34.9,10,Gujarat,Snapper
3.3,23.99,0.41,31.33,8,Visakhapatnam,Catfish
3.03,24.51,0.52,31.62,7,Kochi,Sardine
1.14,22.88,0.67,35.05,6,Visakhapatnam,Shark
4.24,23.79,0.28,28.14,11,Goa,Catfish
3.63,24.06,0.7,30.59,3,Goa,Anchovy
2.55,23.94,0.24,28.77,12,Mangalore,Tilapia
1.21,27.87,0.37,36.93,6,Kochi,Barracuda
2.66,27.64,0.5,33.73,6,Mumbai,Pomfret
2.27,29.39,0.63,36.22,7,Kochi,Seer Fish
2.3,27.67,0.47,35.29,8,Visakhapatnam,Mackerel
0.89,24.48,0.28,36.37,5,Chennai,Shark
3.53,13.36,0.49,33.91,3,Goa,Herring
3.2,27.96,0.6,33.62,1,Kochi,Mackerel
2.16,28.27,0.58,34.69,6,Gujarat,Barracuda
4.67,25.58,0.55,33.15,4,Goa,Sardine
2.54,26.69,0.46,34.05,9,Gujarat,Snapper
1.63,30.24,0.63,36.01,2,Chennai,Tuna
1.88,30.09,0.2,35.25,7,Visakhapatnam,Seer Fish
2.86,30.1,0.38,35.22,10,Chennai,Ribbonfish
1.95,25.8,0.61,35.07,11,Mangalore,Shark
3.49,27.95,0.49,30.64,4,Visakhapatnam,Bombay Duck
2.73,29.73,0.24,34.66,4,Goa,Ribbonfish
2.35,14.21,0.36,33.87,1,Mangalore,Salmon
2.7,23.12,0.36,31.21,3,Visakhapatnam,Catfish
2.38,25.54,0.45,33.57,9,Goa,Pomfret
3.56,25.36,0.7,32.64,2,Gujarat,Anchovy
2.84,12.31,0.57,32.25,6,Goa,Herring
4.3,25.7,0.26,30.36,8,Visakhapatnam,Tilapia
1.59,25.11,0.41,35.18,4,Mumbai,Snapper
3.31,27.5,0.69,27.7,11,Gujarat,Tilapia
2.07,27.96,0.2,36.1,7,Kochi,Seer Fish
4.21,24.55,0.48,33.78,9,Chennai,Sardine
2.47,26.19,0.33,33.2,2,Kochi,Croakers
2.96,26.8,0.67,33.57,3,Mangalore,Pomfret
3.0,16.77,0.7,30.69,11,Visakhapatnam,Herring
2.29,28.58,0.3,32.88,12,Mangalore,Pomfret
2.04,27.35,0.24,34.57,1,Chennai,Kingfish
4.14,23.09,0.46,30.36,7,Mangalore,Anchovy
2.21,25.83,0.28,34.15,9,Goa,Snapper
1.91,13.3,0.63,31.43,5,Chennai,Salmon
2.55,25.04,0.32,34.28,12,Mangalore,Snapper
2.63,26.56,0.61,34.22,6,Goa,Croakers
4.12,25.72,0.51,30.5,11,Mangalore,Anchovy
3.83,22.58,0.53,28.66,5,Goa,Tilapia
4.91,26.06,0.47,30.96,1,Goa,Hilsa
1.6,31.76,0.41,36.33,10,Visakhapatnam,Tuna
2.37,29.89,0.35,35.32,8,Visakhapatnam,Snapper
4.36,27.21,0.28,31.07,4,Mumbai,Sardine
4.0,23.62,0.29,29.92,10,Mangalore,Catfish
1.36,20.28,0.56,36.48,9,Mumbai,Shark
1.89,28.04,0.61,34.74,5,Visakhapatnam,Pomfret
2.51,26.11,0.52,29.38,11,Kochi,Tilapia
5.3,23.01,0.57,30.9,6,Gujarat,Anchovy
2.12,28.99,0.46,35.32,12,Mumbai,Snapper
1.58,27.33,0.2,35.36,12,Mumbai,Ribbonfish
3.88,28.71,0.21,33.9,9,Kochi,Bombay Duck
2.13,14.06,0.26,31.72,9,Kochi,Salmon
0.96,14.82,0.66,34.96,9,Mumbai,Cod
2.27,16.85,0.59,31.82,11,Chennai,Salmon
1.9,27.98,0.4,35.36,8,Visakhapatnam,Snapper
3.66,26.37,0.69,32.58,11,Mangalore,Anchovy
1.99,30.63,0.61,34.46,3,Goa,Barracuda
2.69,28.37,0.26,33.63,9,Goa,Pomfret
2.03,12.5,0.49,32.16,7,Mumbai,Salmon
2.05,28.47,0.52,35.6,6,Visakhapatnam,Seer Fish
2.11,30.92,0.53,35.6,3,Mumbai,Barracuda
2.61,24.13,0.25,34.49,6,Visakhapatnam,Croakers
1.68,8.91,0.23,32.8,9,Visakhapatnam,Cod
2.93,27.14,0.47,29.53,4,Gujarat,Tilapia
1.32,25.54,0.26,36.18,10,Gujarat,Shark
2.71,12.54,0.28,30.36,5,Goa,Salmon
3.39,24.17,0.63,30.03,10,Kochi,Tilapia
2.14,30.69,0.48,35.43,4,Goa,Tuna
2.85,27.54,0.51,34.95,6,Mumbai,Pomfret
1.13,27.45,0.62,36.15,2,Visakhapatnam,Barracuda
2.04,25.1,0.39,34.91,2,Kochi,Snapper
1.28,29.57,0.31,34.99,10,Mangalore,Barracuda
4.26,27.79,0.66,30.49,4,Visakhapatnam,Tilapia
2.92,26.84,0.48,32.63,1,Kochi,Pomfret
1.03,26.18,0.32,35.72,2,Goa,Barracuda
2.3,25.2,0.29,29.17,5,Mumbai,Catfish
1.6,20.93,0.37,35.98,9,Chennai,Shark
1.78,23.5,0.24,36.06,7,Goa,Shark
3.19,27.75,0.4,29.77,6,Visakhapatnam,Hilsa
2.06,30.8,0.56,34.04,3,Mangalore,Ribbonfish
2.14,29.42,0.62,36.72,9,Mangalore,Barracuda
3.28,24.36,0.35,29.73,7,Goa,Hilsa
2.51,12.9,0.44,33.73,2,Gujarat,Salmon
2.58,26.27,0.58,33.57,1,Visakhapatnam,Pomfret
2.83,29.28,0.22,33.34,9,Kochi,Mackerel
1.83,25.59,0.38,35.27,10,Mangalore,Snapper
1.95,30.42,0.57,35.02,2,Mangalore,Barracuda
3.35,10.75,0.31,30.13,5,Kochi,Herring
2.62,24.4,0.41,31.6,6,Gujarat,Catfish
2.11,30.53,0.33,35.43,8,Gujarat,Seer Fish
3.33,26.2,0.33,33.08,1,Visakhapatnam,Croakers
4.01,15.54,0.23,30.31,12,Goa,Herring
1.95,11.74,0.22,33.51,12,Chennai,Cod
2.67,26.19,0.3,30.18,6,Visakhapatnam,Tilapia
4.81,26.03,0.25,32.89,12,Mangalore,Hilsa
3.04,27.36,0.55,35.76,3,Chennai,Mackerel
2.3,14.45,0.61,33.36,10,Mumbai,Salmon
3.84,26.27,0.67,29.15,1,Chennai,Tilapia
2.35,29.23,0.49,36.36,12,Chennai,Seer Fish
3.71,26.98,0.69,33.95,1,Visakhapatnam,Croakers
1.87,29.29,0.29,34.33,5,Chennai,Kingfish
2.57,15.83,0.24,31.66,12,Goa,Salmon
1.25,28.69,0.29,34.08,6,Mangalore,Barracuda
2.48,26.01,0.62,33.31,11,Mangalore,Croakers
3.13,24.14,0.37,29.99,7,Goa,Hilsa
1.89,28.25,0.43,35.28,8,Mangalore,Kingfish
1.51,24.19,0.22,35.14,5,Kochi,Shark
3.7,25.97,0.26,30.75,9,Goa,Anchovy
1.58,25.76,0.28,33.67,1,Goa,Grouper
2.66,27.05,0.65,34.28,1,Visakhapatnam,Pomfret
3.63,24.98,0.23,28.13,8,Mangalore,Tilapia
2.44,26.07,0.41,32.84,5,Mumbai,Pomfret
3.04,28.4,0.49,32.46,4,Kochi,Hilsa
1.74,27.33,0.53,34.01,7,Kochi,Barracuda
2.16,13.33,0.46,32.74,5,Goa,Salmon
3.57,17.79,0.51,31.83,3,Goa,Herring
1.51,29.7,0.6,34.11,3,Kochi,Ribbonfish
2.27,28.67,0.54,36.64,5,Visakhapatnam,Barracuda
2.05,28.36,0.28,35.17,7,Kochi,Ribbonfish
1.93,28.46,0.3,36.84,11,Kochi,Tuna
2.43,30.29,0.26,35.21,2,Mumbai,Seer Fish
1.95,28.84,0.6,35.29,4,Goa,Barracuda
1.64,16.68,0.65,30.75,11,Gujarat,Salmon
2.49,29.28,0.48,34.46,5,Visakhapatnam,Ribbonfish
1.93,28.67,0.66,33.87,8,Mangalore,Snapper
4.33,23.52,0.33,30.92,12,Chennai,Anchovy
3.87,24.1,0.27,32.18,11,Gujarat,Anchovy
3.32,27.9,0.65,31.08,1,Kochi,Bombay Duck
3.92,26.19,0.67,31.91,10,Gujarat,Bombay Duck
1.88,28.1,0.23,36.53,10,Visakhapatnam,Barracuda
4.67,24.91,0.22,30.27,12,Chennai,Anchovy
1.81,14.9,0.68,31.69,6,Chennai,Cod
2.57,30.41,0.42,34.71,12,Visakhapatnam,Ribbonfish
2.47,27.35,0.41,33.34,12,Kochi,Mackerel
3.72,24.13,0.39,32.05,3,Visakhapatnam,Hilsa
1.94,12.03,0.49,34.13,9,Chennai,Cod
4.86,26.34,0.57,33.89,8,Mangalore,Sardine
2.39,27.66,0.68,32.25,3,Goa,Pomfret
2.12,28.09,0.49,34.13,5,Mangalore,Ribbonfish
1.96,26.94,0.59,35.66,11,Chennai,Grouper
2.34,28.99,0.37,34.68,12,Gujarat,Mackerel
1.18,21.47,0.29,36.48,7,Kochi,Shark
2.27,30.28,0.67,36.59,11,Kochi,Seer Fish
3.6,26.54,0.42,29.64,7,Gujarat,Hilsa
2.05,26.8,0.59,34.98,2,Gujarat,Snapper
3.04,25.15,0.64,32.3,1,Mangalore,Croakers
2.9,24.1,0.4,31.25,9,Chennai,Croakers
1.67,25.26,0.29,35.28,11,Mumbai,Grouper
1.25,20.49,0.35,35.83,3,Goa,Shark
1.73,30.28,0.46,36.45,8,Gujarat,Tuna
1.3,21.84,0.53,35.49,10,Visakhapatnam,Shark
1.05,14.7,0.34,31.33,3,Mangalore,Cod
1.69,25.53,0.52,34.52,11,Visakhapatnam,Grouper
2.97,24.76,0.25,27.83,6,Gujarat,Tilapia
2.58,28.21,0.41,34.7,10,Mumbai,Snapper
0.8,20.7,0.34,35.72,5,Mangalore,Shark
1.8,25.86,0.64,34.65,6,Gujarat,Pomfret
2.87,30.16,0.42,34.47,8,Mangalore,Ribbonfish
2.55,28.9,0.3,33.28,6,Kochi,Pomfret
1.32,20.8,0.45,35.11,3,Goa,Shark
2.46,27.06,0.32,36.67,8,Chennai,Barracuda
2.78,24.7,0.35,29.25,3,Gujarat,Catfish
4.71,24.97,0.25,32.5,11,Goa,Sardine
4.92,24.75,0.39,29.9,11,Kochi,Hilsa
2.2,28.24,0.65,34.61,3,Kochi,Grouper
2.71,22.06,0.44,29.08,12,Kochi,Tilapia
4.86,24.69,0.26,31.97,12,Gujarat,Hilsa
1.74,24.62,0.37,35.97,1,Gujarat,Grouper
2.41,29.89,0.32,34.95,9,Gujarat,Seer Fish
2.22,29.63,0.58,35.97,9,Mangalore,Barracuda
0.85,10.77,0.46,34.84,5,Goa,Cod
1.06,27.4,0.31,36.05,3,Mangalore,Barracuda
4.42,22.99,0.35,29.72,11,Gujarat,Tilapia
4.93,26.12,0.66,30.87,12,Mangalore,Anchovy
2.34,26.62,0.46,32.89,4,Chennai,Pomfret
2.42,28.28,0.46,35.03,11,Kochi,Ribbonfish
3.4,26.33,0.2,29.68,7,Gujarat,Catfish
2.43,28.74,0.65,34.68,6,Gujarat,Pomfret
1.7,13.87,0.69,31.36,3,Visakhapatnam,Cod
1.03,9.1,0.6,32.38,3,Mangalore,Cod
2.66,26.12,0.47,30.92,4,Gujarat,Tilapia
2.87,30.28,0.44,36.78,1,Visakhapatnam,Kingfish
1.73,29.58,0.37,35.6,2,Chennai,Tuna
2.3,28.0,0.22,32.31,5,Gujarat,Pomfret
2.31,26.56,0.33,34.55,8,Visakhapatnam,Snapper
3.38,27.24,0.2,31.58,11,Goa,Sardine
